"id","species_authority","canonical_sciname","image","notes","authority_year","parens_auth_genus","internal_id","major_type","genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","simple_linnean_group","linnean_order","source","species","taxon_credit","taxon_credit_date","common_name","major_subtype","linnean_family","simple_linnean_subgroup"
"175","","Oryx dammah","","","","0","15568","","oryx","","0","","","","eutheria","artiodactyla","iucn","dammah","","","","","bovidae","cervoid ruminants"
"176","","Oryx gazella","","","","0","15573","","oryx","","0","","","","eutheria","artiodactyla","iucn","gazella","","","","","bovidae","cervoid ruminants"
"177","","Oryx leucoryx","","","","0","15569","","oryx","","0","","","","eutheria","artiodactyla","iucn","leucoryx","","","","","bovidae","cervoid ruminants"
"178","","Ourebia ourebi","","","","0","15730","","ourebia","","0","","","","eutheria","artiodactyla","iucn","ourebi","","","","","bovidae","cervoid ruminants"
"179","","Ovibos moschatus","","","","0","29684","","ovibos","","0","","","","eutheria","artiodactyla","iucn","moschatus","","","","","bovidae","cervoid ruminants"
"180","","Ovis ammon","","","","0","15733","","ovis","","0","","","","eutheria","artiodactyla","iucn","ammon","","","","","bovidae","cervoid ruminants"
"181","","Ovis aries","","","","0","200000012","","ovis","","0","","","","eutheria","artiodactyla","newspdom","aries","","","","","bovidae","cervoid ruminants"
"182","","Ovis canadensis","","","","0","15735","","ovis","","0","","","","eutheria","artiodactyla","iucn","canadensis","","","","","bovidae","cervoid ruminants"
"183","","Ovis dalli","","","","0","39250","","ovis","","0","","","","eutheria","artiodactyla","iucn","dalli","","","","","bovidae","cervoid ruminants"
"184","","Ovis nivicola","","","","0","15740","","ovis","","0","","","","eutheria","artiodactyla","iucn","nivicola","","","","","bovidae","cervoid ruminants"
"185","","Ovis orientalis","","","","0","15739","","ovis","","0","","","","eutheria","artiodactyla","iucn","orientalis","","","","","bovidae","cervoid ruminants"
"186","","Pantholops hodgsonii","","","","0","15967","","pantholops","","0","","","","eutheria","artiodactyla","iucn","hodgsonii","","","","","bovidae","cervoid ruminants"
"187","","Pelea capreolus","","","","0","16484","","pelea","","0","","","","eutheria","artiodactyla","iucn","capreolus","","","","","bovidae","cervoid ruminants"
"188","","Philantomba maxwellii","","","","0","4142","","philantomba","","0","","","","eutheria","artiodactyla","iucn","maxwellii","","","","","bovidae","cervoid ruminants"
"189","","Philantomba monticola","","","","0","4143","","philantomba","","0","","","","eutheria","artiodactyla","iucn","monticola","","","","","bovidae","cervoid ruminants"
"190","","Philantomba walteri","","","","0","100000276","","philantomba","","0","","","","eutheria","artiodactyla","newsp","walteri","","","","","bovidae","cervoid ruminants"
"191","","Procapra gutturosa","","","","0","18232","","procapra","","0","","","","eutheria","artiodactyla","iucn","gutturosa","","","","","bovidae","cervoid ruminants"
"192","","Procapra picticaudata","","","","0","18231","","procapra","","0","","","","eutheria","artiodactyla","iucn","picticaudata","","","","","bovidae","cervoid ruminants"
"193","","Procapra przewalskii","","","","0","18230","","procapra","","0","","","","eutheria","artiodactyla","iucn","przewalskii","","","","","bovidae","cervoid ruminants"
"194","","Pseudois nayaur","","","","0","61513537","","pseudois","","0","","","","eutheria","artiodactyla","iucn","nayaur","","","","","bovidae","cervoid ruminants"
"195","","Pseudoryx nghetinhensis","","","","0","18597","","pseudoryx","","0","","","","eutheria","artiodactyla","iucn","nghetinhensis","","","","","bovidae","cervoid ruminants"
"196","","Raphicerus campestris","","","","0","19308","","raphicerus","","0","","","","eutheria","artiodactyla","iucn","campestris","","","","","bovidae","cervoid ruminants"
"197","","Raphicerus melanotis","","","","0","19306","","raphicerus","","0","","","","eutheria","artiodactyla","iucn","melanotis","","","","","bovidae","cervoid ruminants"
"198","","Raphicerus sharpei","","","","0","19307","","raphicerus","","0","","","","eutheria","artiodactyla","iucn","sharpei","","","","","bovidae","cervoid ruminants"
"199","","Redunca arundinum","","","","0","19390","","redunca","","0","","","","eutheria","artiodactyla","iucn","arundinum","","","","","bovidae","cervoid ruminants"
"200","","Redunca fulvorufula","","","","0","19391","","redunca","","0","","","","eutheria","artiodactyla","iucn","fulvorufula","","","","","bovidae","cervoid ruminants"
"201","","Redunca redunca","","","","0","19392","","redunca","","0","","","","eutheria","artiodactyla","iucn","redunca","","","","","bovidae","cervoid ruminants"
"202","","Rupicapra pyrenaica","","","","0","19771","","rupicapra","","0","","","","eutheria","artiodactyla","iucn","pyrenaica","","","","","bovidae","cervoid ruminants"
"203","","Rupicapra rupicapra","","","","0","39255","","rupicapra","","0","","","","eutheria","artiodactyla","iucn","rupicapra","","","","","bovidae","cervoid ruminants"
"204","","Saiga tatarica","","","","0","19832","","saiga","","0","","","","eutheria","artiodactyla","iucn","tatarica","","","","","bovidae","cervoid ruminants"
"205","","Sylvicapra grimmia","","","","0","21203","","sylvicapra","","0","","","","eutheria","artiodactyla","iucn","grimmia","","","","","bovidae","cervoid ruminants"
"206","","Syncerus caffer","","","","0","21251","","syncerus","","0","","","","eutheria","artiodactyla","iucn","caffer","","","","","bovidae","cervoid ruminants"
"207","","Tetracerus quadricornis","","","","0","21661","","tetracerus","","0","","","","eutheria","artiodactyla","iucn","quadricornis","","","","","bovidae","cervoid ruminants"
"208","","Tragelaphus angasii","","","","0","22052","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","angasii","","","","","bovidae","cervoid ruminants"
"209","","Tragelaphus buxtoni","","","","0","22046","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","buxtoni","","","","","bovidae","cervoid ruminants"
"210","","Tragelaphus derbianus","","","","0","44172","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","derbianus","","","","","bovidae","cervoid ruminants"
"211","","Tragelaphus eurycerus","","","","0","22047","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","eurycerus","","","","","bovidae","cervoid ruminants"
"212","","Tragelaphus imberbis","","","","0","22053","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","imberbis","","","","","bovidae","cervoid ruminants"
"213","","Tragelaphus oryx","","","","0","22055","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","oryx","","","","","bovidae","cervoid ruminants"
"214","","Tragelaphus scriptus","","","","0","22051","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","scriptus","","","","","bovidae","cervoid ruminants"
"215","","Tragelaphus spekii","","","","0","22050","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","spekii","","","","","bovidae","cervoid ruminants"
"216","","Tragelaphus strepsiceros","","","","0","22054","","tragelaphus","","0","","","","eutheria","artiodactyla","iucn","strepsiceros","","","","","bovidae","cervoid ruminants"
"217","","Camelus bactrianus","","","","0","200000005","","camelus","","0","","","","eutheria","artiodactyla","newspdom","bactrianus","","","","","camelidae","camels and allies"
"218","","Camelus dromedarius","","","","0","200000006","","camelus","","0","","","","eutheria","artiodactyla","newspdom","dromedarius","","","","","camelidae","camels and allies"
"219","","Camelus ferus","","","","0","63543","","camelus","","0","","","","eutheria","artiodactyla","iucn","ferus","","","","","camelidae","camels and allies"
"220","","Lama glama","","","","0","200000011","","lama","","0","","","","eutheria","artiodactyla","newspdom","glama","","","","","camelidae","camels and allies"
"221","","Lama guanicoe","","","","0","11186","","lama","","0","","","","eutheria","artiodactyla","iucn","guanicoe","","","","","camelidae","camels and allies"
"222","","Vicugna pacos","","","","0","200000013","","vicugna","","0","","","","eutheria","artiodactyla","newspdom","pacos","","","","","camelidae","camels and allies"
"223","","Vicugna vicugna","","","","0","22956","","vicugna","","0","","","","eutheria","artiodactyla","iucn","vicugna","","","","","camelidae","camels and allies"
"224","","Alces alces","","","","0","41782","","alces","","0","","","","eutheria","artiodactyla","iucn","alces","","","","","cervidae","cervoid ruminants"
"225","","Alces americanus","","","","0","818","","alces","","0","","","","eutheria","artiodactyla","iucn","americanus","","","","","cervidae","cervoid ruminants"
"226","","Axis axis","","","","0","41783","","axis","","0","","","","eutheria","artiodactyla","iucn","axis","","","","","cervidae","cervoid ruminants"
"227","","Axis calamianensis","","","","0","2446","","axis","","0","","","","eutheria","artiodactyla","iucn","calamianensis","","","","","cervidae","cervoid ruminants"
"228","","Axis kuhlii","","","","0","2447","","axis","","0","","","","eutheria","artiodactyla","iucn","kuhlii","","","","","cervidae","cervoid ruminants"
"229","","Axis porcinus","","","","0","41784","","axis","","0","","","","eutheria","artiodactyla","iucn","porcinus","","","","","cervidae","cervoid ruminants"
"230","","Blastocerus dichotomus","","","","0","2828","","blastocerus","","0","","","","eutheria","artiodactyla","iucn","dichotomus","","","","","cervidae","cervoid ruminants"
"231","","Capreolus capreolus","","","","0","42395","","capreolus","","0","","","","eutheria","artiodactyla","iucn","capreolus","","","","","cervidae","cervoid ruminants"
"232","","Capreolus pygargus","","","","0","42396","","capreolus","","0","","","","eutheria","artiodactyla","iucn","pygargus","","","","","cervidae","cervoid ruminants"
"233","","Cervus albirostris","","","","0","4256","","cervus","","0","","","","eutheria","artiodactyla","iucn","albirostris","","","","","cervidae","cervoid ruminants"
"234","","Cervus elaphus","","","","0","41785","","cervus","","0","","","","eutheria","artiodactyla","iucn","elaphus","","","","","cervidae","cervoid ruminants"
"235","","Cervus nippon","","","","0","41788","","cervus","","0","","","","eutheria","artiodactyla","iucn","nippon","","","","","cervidae","cervoid ruminants"
"236","","Cervus wallichi","","","","0","4263","","cervus","","0","","","","eutheria","artiodactyla","iucn","wallichi","","","","","cervidae","cervoid ruminants"
"237","","Dama dama","","","","0","42188","","dama","","0","","","","eutheria","artiodactyla","iucn","dama","","","","","cervidae","cervoid ruminants"
"238","","Dama mesopotamica","","","","0","6232","","dama","","0","","","","eutheria","artiodactyla","iucn","mesopotamica","","","","","cervidae","cervoid ruminants"
"239","","Elaphodus cephalophus","","","","0","7112","","elaphodus","","0","","","","eutheria","artiodactyla","iucn","cephalophus","","","","","cervidae","cervoid ruminants"
"240","","Elaphurus davidianus","","","","0","7121","","elaphurus","","0","","","","eutheria","artiodactyla","iucn","davidianus","","","","","cervidae","cervoid ruminants"
"241","","Hippocamelus antisensis","","","","0","10053","","hippocamelus","","0","","","","eutheria","artiodactyla","iucn","antisensis","","","","","cervidae","cervoid ruminants"
"242","","Hippocamelus bisulcus","","","","0","10054","","hippocamelus","","0","","","","eutheria","artiodactyla","iucn","bisulcus","","","","","cervidae","cervoid ruminants"
"243","","Hydropotes inermis","","","","0","10329","","hydropotes","","0","","","","eutheria","artiodactyla","iucn","inermis","","","","","cervidae","cervoid ruminants"
"244","","Mazama americana","","","","0","29619","","mazama","","0","","","","eutheria","artiodactyla","iucn","americana","","","","","cervidae","cervoid ruminants"
"245","","Mazama bororo","","","","0","41023","","mazama","","0","","","","eutheria","artiodactyla","iucn","bororo","","","","","cervidae","cervoid ruminants"
"246","","Mazama bricenii","","","","0","136301","","mazama","","0","","","","eutheria","artiodactyla","iucn","bricenii","","","","","cervidae","cervoid ruminants"
"247","","Mazama chunyi","","","","0","12913","","mazama","","0","","","","eutheria","artiodactyla","iucn","chunyi","","","","","cervidae","cervoid ruminants"
"248","","Mazama gouazoubira","","","","0","29620","","mazama","","0","","","","eutheria","artiodactyla","iucn","gouazoubira","","","","","cervidae","cervoid ruminants"
"249","","Mazama nana","","","","0","29621","","mazama","","0","","","","eutheria","artiodactyla","iucn","nana","","","","","cervidae","cervoid ruminants"
"250","","Mazama nemorivaga","","","","0","136708","","mazama","","0","","","","eutheria","artiodactyla","iucn","nemorivaga","","","","","cervidae","cervoid ruminants"
"251","","Mazama pandora","","","","0","29622","","mazama","","0","","","","eutheria","artiodactyla","iucn","pandora","","","","","cervidae","cervoid ruminants"
"252","","Mazama rufina","","","","0","12914","","mazama","","0","","","","eutheria","artiodactyla","iucn","rufina","","","","","cervidae","cervoid ruminants"
"253","","Mazama temama","","","","0","136290","","mazama","","0","","","","eutheria","artiodactyla","iucn","temama","","","","","cervidae","cervoid ruminants"
"254","","Megaloceros giganteus","","","","0","300000022","","megaloceros","","0","","","","eutheria","artiodactyla","newspext","giganteus","","","","","cervidae","cervoid ruminants"
"255","","Muntiacus atherodes","","","","0","42189","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","atherodes","","","","","cervidae","cervoid ruminants"
"256","","Muntiacus crinifrons","","","","0","13924","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","crinifrons","","","","","cervidae","cervoid ruminants"
"257","","Muntiacus feae","","","","0","13927","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","feae","","","","","cervidae","cervoid ruminants"
"258","","Muntiacus gongshanensis","","","","0","13926","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","gongshanensis","","","","","cervidae","cervoid ruminants"
"259","","Muntiacus montanus","","","","0","136831","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","montanus","","","","","cervidae","cervoid ruminants"
"260","","Muntiacus muntjak","","","","0","42190","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","muntjak","","","","","cervidae","cervoid ruminants"
"261","","Muntiacus puhoatensis","","","","0","136293","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","puhoatensis","","","","","cervidae","cervoid ruminants"
"262","","Muntiacus putaoensis","","","","0","136479","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","putaoensis","","","","","cervidae","cervoid ruminants"
"263","","Muntiacus reevesi","","","","0","42191","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","reevesi","","","","","cervidae","cervoid ruminants"
"264","","Muntiacus rooseveltorum","","","","0","13928","","muntiacus","","0","","","","eutheria","artiodactyla","iucn","rooseveltorum","","","","","cervidae","cervoid ruminants"
